articleNo,articleName,articleStatus,realEstateTypeCode,realEstateTypeName,articleRealEstateTypeCode,articleRealEstateTypeName,tradeTypeCode,tradeTypeName,verificationTypeCode,floorInfo,rentPrc,priceChangeState,isPriceModification,dealOrWarrantPrc,area1,area2,direction,articleConfirmYmd,representativeImgUrl,representativeImgTypeCode,representativeImgThumb,siteImageCount,articleFeatureDesc,tagList,buildingName,sameAddrCnt,sameAddrDirectCnt,sameAddrMaxPrc,sameAddrMinPrc,cpid,cpName,cpPcArticleUrl,cpPcArticleBridgeUrl,cpPcArticleLinkUseAtArticleTitleYn,cpPcArticleLinkUseAtCpNameYn,cpMobileArticleUrl,cpMobileArticleLinkUseAtArticleTitleYn,cpMobileArticleLinkUseAtCpNameYn,latitude,longitude,isLocationShow,realtorName,realtorId,tradeCheckedByOwner,isDirectTrade,isInterest,isComplex,detailAddress,detailAddressYn,premiumPrc,search_day
2203810129,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,4/-,240,SAME,False,"2,400",677,1818,,20220205,,,,0,"2층120, 화물승강기 있음. 부평ic인근, 물류여건좋음,저렴한물건임",['25년이내'],공장,2,0.0,"2,500/230","2,400/240",DRAPT,닥터아파트,http://naver.drapt.com/rd.php?UID=2203810129,,False,True,http://m.drapt.com/rd.php?UID=2203810129,False,True,0,0,False,한국공인중개사사무소,lsych1177,False,False,False,False,,N,,20220212
2203167526,중소형사무실,R0,SMS,사무실,D01,사무실,B2,월세,DOC,3/3,45,SAME,False,500,56,56,동향,20220129,,,,0,이면도로.주차100.주차장에서올라가면2층,"['25년이상', '융자금적은', '관리비10만원이하', '총3층']",중소형사무실,1,0.0,500/45,500/45,SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203167526,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203167526,False,True,37.533606,126.726122,True,부동산밸리공인중개사사무소,r5527771,False,False,False,False,,N,,20220212
2203165420,중소형사무실,R0,SMS,사무실,D01,사무실,B2,월세,DOC,3/3,25,SAME,False,300,23,23,동향,20220129,,,,0,작전역6분이면도로.화장실안.수도시설,"['25년이내', '융자금적은', '역세권', '관리비10만원이하']",중소형사무실,1,0.0,300/25,300/25,SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203165420,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203165420,False,True,37.531844,126.725942,True,부동산밸리공인중개사사무소,r5527771,False,False,False,False,,N,,20220212
2203251384,중소형사무실,R0,SMS,사무실,D01,사무실,B2,월세,DOC,3/4,50,SAME,False,"1,000",107,107,동향,20220129,,,,0,저렴한가격.작전역9분.도로변.주차협소.화장실안.베란다유,"['25년이상', '융자금없는', '총4층', '베란다']",중소형사무실,1,0.0,"1,000/50","1,000/50",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203251384,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203251384,False,True,37.529193,126.728814,True,부동산밸리공인중개사사무소,r5527771,False,False,False,False,,N,,20220212
2203188889,중소형사무실,R0,SMS,사무실,D01,사무실,B2,월세,DOC,3/3,65,SAME,False,"1,000",79,79,동향,20220129,,,,0,이면도로.주차100.주차장에서올라가면2층,"['25년이상', '관리비10만원이하', '총3층', '동향']",중소형사무실,1,0.0,"1,000/65","1,000/65",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203188889,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203188889,False,True,37.533606,126.726122,True,부동산밸리공인중개사사무소,r5527771,False,False,False,False,,N,,20220212
2203656009,상가건물,R0,GM,건물,D03,상가건물,A1,매매,DOC,9/B2,,SAME,False,75억,550,3080,,20220204,,,,0,대로변귀한 통상가 건물,['25년이내'],상가건물,1,0.0,75억,75억,SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203656009,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203656009,False,True,0,0,False,주식회사신명부동산중개법인,sm556641,False,False,False,False,,N,,20220212
2203682927,창고,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,3/-,90,SAME,False,"2,000",2847,3,,20220204,,,,0,작전동 공장 창고임대  3층 화물승강기 있음,"['25년이상', '융자금없는']",창고,1,0.0,"2,000/90","2,000/90",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203682927,,False,True,,False,False,0,0,False,베스트공인중개사,fr5412457,False,False,False,False,,N,,20220212
2203585870,대형사무실,R0,SMS,사무실,D01,사무실,B2,월세,DOC,3/4,65,SAME,False,"1,000",115,115,,20220204,,,,0,사무실 시설굿입니다.공실입니다,"['융자금없는', '총4층']",대형사무실,1,0.0,"1,000/65","1,000/65",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203585870,,False,True,,False,False,0,0,False,은혜공인중개사,5527500,False,False,False,False,,N,,20220212
2203548016,창고용지,R0,TJ,토지,E03,토지/임야,A1,매매,DOC,,,SAME,False,100억,2600,0,,20220204,,,,0,,[],창고용지,1,0.0,100억,100억,bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203548016,,False,True,,False,False,0,0,False,공장뱅크공인중개사,okok0550,False,False,False,False,,N,,20220212
2203160316,중소형사무실,R0,SMS,사무실,D01,사무실,A1,매매,DOC,5/6,,SAME,False,3억,167,126,동향,20220128,,,,0,계산상업지역내 사무실 월세안고매매,"['25년이내', '주차가능', '동향']",중소형사무실,2,0.0,3억,3억,SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203160316,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203160316,False,True,37.532698,126.735991,True,동아공인중개사사무소,ehddk12-,False,False,False,False,,N,,20220212
2203156476,중소형사무실,R0,SMS,사무실,D01,사무실,A1,매매,DOC,5/6,,SAME,False,3억,126,126,동향,20220128,,,,0,"급매,세종병원정문앞으로 광고효과뛰어난위치","['25년이내', '급매', '동향']",중소형사무실,2,0.0,3억,3억,SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203156476,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203156476,False,True,37.532698,126.735991,True,광명공인중개사사무소,ms5672800,False,False,False,False,,N,,20220212
2203085290,중소형사무실,R0,SMS,사무실,D01,사무실,B2,월세,DOC,5/6,60,SAME,False,"1,000",70,66,,20220128,,,,0,사무실 월세,"['융자금없는', '관리비10만원이하']",중소형사무실,3,0.0,"1,000/60","1,000/60",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203085290,,False,True,,False,False,37.532698,126.735991,True,한양공인중개사사무소,5441588,False,False,False,False,,N,,20220212
2203052667,중소형사무실,R0,SMS,사무실,D01,사무실,B2,월세,DOC,2/6,230,SAME,False,"3,000",176,176,동향,20220128,,,,0,대단지 아파트 입구 횡단보도앞 자유업종 사진O,"['25년이내', '융자금없는', '동향']",중소형사무실,1,0.0,"3,000/230","3,000/230",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203052667,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203052667,False,True,37.531841,126.733538,True,코스모부동산중개법인(주),,False,False,False,False,,N,,20220212
2203077573,대형사무실,R0,SMS,사무실,D01,사무실,B2,월세,DOC,B1/4,90,SAME,False,"1,500",297,297,남향,20220128,,,,0,작전역3분.주차장있음.가내수공업추천.가격조정,"['25년이상', '융자금없는', '역세권', '총4층']",대형사무실,1,0.0,"1,500/90","1,500/90",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203077573,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203077573,False,True,37.532067,126.724448,True,부동산밸리공인중개사사무소,r5527771,False,False,False,False,,N,,20220212
2203148377,중소형사무실,R0,SMS,사무실,D01,사무실,B2,월세,DOC,5/8,200,SAME,False,"3,000",222,212,동향,20220128,,,,0,,"['융자금없는', '역세권', '관리비20만원이하', '주차가능']",중소형사무실,1,0.0,"3,000/200","3,000/200",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203148377,,False,True,,False,False,37.528762,126.722108,True,양지공인중개사사무소,y5552223,False,False,False,False,,N,,20220212
2203093758,빌딩,R0,GM,건물,D03,빌딩/건물,A1,매매,DOC,9/B2,,SAME,False,75억,550,3861,,20220128,,,,0,작전동 최고 상권 위치 코너 상가 건물,['25년이내'],빌딩,3,0.0,80억,75억,SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203093758,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203093758,False,True,37.531568,126.737907,True,코스모부동산중개법인(주),,False,False,False,False,,N,,20220212
2203073990,대형사무실,R0,SMS,사무실,D01,사무실,B2,월세,DOC,3/4,190,SAME,False,"2,000",355,355,남향,20220128,,,,0,작전역3분.주차장있음.가내수공업추천,"['25년이상', '역세권', '총4층', '남향']",대형사무실,1,0.0,"2,000/190","2,000/190",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203073990,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203073990,False,True,37.532067,126.724448,True,부동산밸리공인중개사사무소,r5527771,False,False,False,False,,N,,20220212
2203032140,중소형사무실,R0,SMS,사무실,D01,사무실,B2,월세,DOC,2/4,70,SAME,False,"1,000",147,132,남향,20220128,,,,0,"약조정가.대로변,계단중심왼쪽전부사용,깨끗,주차가능","['25년이상', '융자금없는', '관리비10만원이하', '총4층']",중소형사무실,1,0.0,"1,000/70","1,000/70",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203032140,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203032140,False,True,37.530834,126.730524,True,배가공인중개사사무소,jj5444988,False,False,False,False,,N,,20220212
2203276623,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,3/B1,100,SAME,False,"1,000",1712,3056,,20220203,,,,0,"2층60,고속도로변, 화물에레베이터있음,전자조립추천",['25년이상'],공장,1,0.0,"1,000/100","1,000/100",DRAPT,닥터아파트,http://naver.drapt.com/rd.php?UID=2203276623,,False,True,http://m.drapt.com/rd.php?UID=2203276623,False,True,0,0,False,한국공인중개사사무소,lsych1177,False,False,False,False,,N,,20220212
2203270928,상가건물,R0,GM,건물,D03,상가건물,A1,매매,DOC,3/B1,,SAME,False,15억,430,681,,20220203,,,,0,임대보증금2억4천만원 월 510만원 임대수입니다,['25년이내'],상가건물,1,0.0,15억,15억,SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203270928,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203270928,False,True,0,0,False,청솔공인중개사사무소,thf4989,False,False,False,False,,N,,20220212
2203432055,빌딩,R0,GM,건물,D03,빌딩/건물,A1,매매,DOC,6/B1,,SAME,False,80억,720,2075,,20220203,,,,0,상업지역 수익률 높은 건물 4.61,['25년이내'],빌딩,1,0.0,80억,80억,SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203432055,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203432055,False,True,0,0,False,코스모부동산중개법인(주),,False,False,False,False,,N,,20220212
2203276638,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,3/B1,160,SAME,False,"1,600",2241,3211,,20220203,,,,0,"2층80, 고속도로변, 시스템에어콘설치, 화물승강기 1톤 ,깨끗한 공장",['25년이상'],공장,1,0.0,"1,600/160","1,600/160",DRAPT,닥터아파트,http://naver.drapt.com/rd.php?UID=2203276638,,False,True,http://m.drapt.com/rd.php?UID=2203276638,False,True,0,0,False,한국공인중개사사무소,lsych1177,False,False,False,False,,N,,20220212
2203296120,상가건물,R0,GM,건물,D03,상가건물,A1,매매,DOC,3/B1,,SAME,False,"10억 5,000",248,451,,20220203,,,,0,,[],상가건물,1,0.0,"10억 5,000","10억 5,000",DRAPT,닥터아파트,http://naver.drapt.com/rd.php?UID=2203296120,,False,True,http://m.drapt.com/rd.php?UID=2203296120,False,True,0,0,False,대우부동산공인중개사사무소,,False,False,False,False,,N,,20220212
2202914429,기타,R0,GM,건물,D03,기타,A1,매매,DOC,1/B2,,SAME,False,"8억 5,000",198,438,,20220127,,,,0,다세대 주택 2층 건물 매매,['25년이내'],기타,1,0.0,"8억 5,000","8억 5,000",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2202914429,,False,True,,False,False,37.529891,126.734519,True,신도시1번지공인중개사사무소,m7465228,False,False,False,False,,N,,20220212
2202944581,빌딩,R0,GM,건물,D03,빌딩/건물,A1,매매,DOC,9/B2,,SAME,False,75억,550,3861,,20220127,,,,0,작전역 부근 대로변 수익성 빌딩입니다.,['25년이내'],빌딩,3,0.0,75억,75억,bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2202944581,,False,True,,False,False,37.531568,126.737907,True,아이앤티부동산중개법인(주),,False,False,False,False,,N,,20220212
2202920147,빌딩,R0,GM,건물,D03,빌딩/건물,A1,매매,DOC,11/B3,,SAME,False,300억,4819,21755,,20220127,,,,0,"대지 1458, 연면적 6581, 111층 요양병원,창고등 추천",['15년이내'],빌딩,1,0.0,300억,300억,SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2202920147,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2202920147,False,True,37.525077,126.725689,True,신흥공장부동산공인중개사사무소,w5743838,False,False,False,False,,N,,20220212
2202917421,중소형사무실,R0,SMS,사무실,D01,사무실,A1,매매,DOC,5/6,,SAME,False,"3억 3,000",126,126,동향,20220127,,,,0,사무실 매매,"['25년이내', '주차가능', '동향']",중소형사무실,1,0.0,"3억 3,000","3억 3,000",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2202917421,,False,True,,False,False,37.532698,126.735991,True,신도시1번지공인중개사사무소,m7465228,False,False,False,False,,N,,20220212
2202808230,창고,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,1/-,50,SAME,False,500,26,26,,20220126,,,,0,작전역 도보 2분거리에 위치,"['융자금없는', '역세권']",창고,1,0.0,500/50,500/50,bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2202808230,,False,True,,False,False,37.528107,126.724009,True,양지공인중개사사무소,y5552223,False,False,False,False,,N,,20220212
2202836792,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,5/-,230,SAME,False,"2,500",677,413,,20220126,,,,0,경인고속인접 부평IC진입 편리한 2층125 공장임대,"['25년이내', '융자금없는']",공장,2,0.0,"2,500/230","2,400/240",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2202836792,,False,True,,False,False,37.524227,126.719526,True,경인공인중개사사무소,jyj11jjj,False,False,False,False,,N,,20220212
2202750151,창고용지,R0,TJ,토지,E03,토지/임야,A1,매매,DOC,,,INCREASE,True,100억,2615,0,,20220125,,,,0,"작전역 인근 봉오대로 인접  빌라, 물류창고 , 요양원부지 추천",[],창고용지,1,0.0,100억,100억,bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2202750151,,False,True,,False,False,37.531231,126.730373,True,흙개발공인중개사사무소,bdsnetwork,False,False,False,False,,N,,20220212
2202581018,대형사무실,R0,SMS,사무실,D01,사무실,A1,매매,DOC,4/7,,SAME,False,"1억 6,000",115,115,,20220124,,,,0,"초급매,매도인임대도가능,엘레베이터유,지하주차장.","['25년이내', '급매']",대형사무실,1,0.0,"1억 6,000","1억 6,000",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2202581018,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2202581018,False,True,37.532813,126.73454,True,그린공인중개사사무소,woo04590g,False,False,False,False,,N,,20220212
2202519508,중소형사무실,R0,SMS,사무실,D01,사무실,B2,월세,DOC,2/3,60,SAME,False,"1,000",75,75,서향,20220124,,,,0,작전역도보3분거리.화장실안.상태굿,"['25년이상', '융자금없는', '역세권', '총3층']",중소형사무실,1,0.0,"1,000/60","1,000/60",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2202519508,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2202519508,False,True,37.53119,126.724289,True,부동산밸리공인중개사사무소,r5527771,False,False,False,False,,N,,20220212
2203228150,빌딩,R0,GM,건물,D03,빌딩/건물,A1,매매,DOC,11/B3,,SAME,False,300억,4819,21755,,20220129,,,,0,작전동 부평IC인근 병원건물매매.,['15년이내'],빌딩,1,0.0,300억,300억,SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203228150,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203228150,False,True,0,0,False,U1대박공인중개사사무소,fame0126,False,False,False,False,,N,,20220212
2203164040,중소형사무실,R0,SMS,사무실,D01,사무실,B2,월세,DOC,2/3,40,SAME,False,300,29,29,남향,20220129,,,,0,작전시장인근.깨끗.관리비에 전기.수도요금포함,"['25년이상', '융자금없는', '역세권', '관리비10만원이하']",중소형사무실,1,0.0,300/40,300/40,SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203164040,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203164040,False,True,0,0,False,부동산밸리공인중개사사무소,r5527771,False,False,False,False,,N,,20220212
2202432565,창고용지,R0,TJ,토지,E03,토지/임야,A1,매매,DOC,,,INCREASE,True,100억,2615,0,,20220122,,,,0,작전역 인근 빌라등 건물 신축 부지,[],창고용지,1,0.0,100억,100억,rter,알터,http://rter2.com/naver/rd?UID=2202432565,,False,True,,False,False,37.531383,126.730623,True,솔찬공인중개사사무소,j8596600,False,False,False,False,,N,,20220212
2203097245,상가건물,R0,GM,건물,D03,상가건물,A1,매매,DOC,3/B1,,SAME,False,16억,240,506,,20220128,,,,0,역세권위치이며 안정적인 수익으로 투자가치좋은 올상가건물,"['25년이상', '역세권']",상가건물,1,0.0,16억,16억,SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203097245,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203097245,False,True,0,0,False,가이드부동산공인중개사사무소,s5548944,False,False,False,False,,N,,20220212
2203137862,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,4/-,134,SAME,False,"1,340",3565,9700,,20220128,,,,0,4층67ㅍ 소형공장또는삼실 부평IC3분 전자부품조립쇼핑몰포장충전환영   ,['융자금없는'],공장,1,0.0,"1,340/134","1,340/134",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203137862,,False,True,,False,False,0,0,False,(주)공단부동산공인중개사사무소,gkdud2459,False,False,False,False,,N,,20220212
2203069626,빌딩,R0,GM,건물,D03,빌딩/건물,A1,매매,DOC,4/-,,SAME,False,35억,665,923,,20220128,,,,0,경인고속도로 부평IC 인근 대로변 물류 창고 또는 사옥 추천 건물,['10년이내'],빌딩,1,0.0,35억,35억,SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203069626,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203069626,False,True,0,0,False,원탑부동산공인중개사사무소,nancy11222,False,False,False,False,,N,,20220212
2202405153,중소형사무실,R0,SMS,사무실,D01,사무실,B2,월세,DOC,5/6,60,SAME,False,"1,000",126,66,동향,20220121,,,,0,"사무실용으로 굿, 공영주차장부근, 현 임차인 빨리 명도가능","['25년이내', '융자금없는', '관리비10만원이하', '엘리베이터']",중소형사무실,3,0.0,"1,000/60","1,000/60",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2202405153,,False,True,,False,False,37.532698,126.735991,True,탑공인중개사사무소,t5554473,False,False,False,False,,N,,20220212
2202287045,상가건물,R0,GM,건물,D03,상가건물,A1,매매,DOC,3/B1,,SAME,False,"15억 5,000",369,884,,20220121,,,,0,작전역 시장 인근 수익성 좋은 상가 월 수익 600,"['25년이상', '역세권']",상가건물,1,0.0,"15억 5,000","15억 5,000",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2202287045,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2202287045,False,True,37.533109,126.725029,True,3번출구공인중개사사무소,ksb5561234,False,False,False,False,,N,,20220212
2202385178,상가건물,R0,GM,건물,D03,상가건물,B2,월세,DOC,5/B6,70,SAME,False,"2,000",127,127,,20220121,,,,0,"대로변, 요가.필라테스강추 ,공실 , 주차가능","['15년이내', '관리비20만원이하']",상가건물,1,0.0,"2,000/70","2,000/70",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2202385178,,False,True,,False,False,37.527804,126.733804,True,광명공인중개사사무소,m5456800,False,False,False,False,,N,,20220212
2203011455,상가건물,R0,GM,건물,D03,상가건물,A1,매매,DOC,4/-,,SAME,False,"6억 5,000",125,189,,20220127,,,,0,"올상가 대단지 아파트부근,마을버스 이면도로 대로변 코너건물월세인상가능",['25년이내'],상가건물,1,0.0,"6억 5,000","6억 5,000",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203011455,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203011455,False,True,0,0,False,월드공인중개사사무소,a5018545,False,False,False,False,,N,,20220212
2202902932,상가건물,R0,GM,건물,D03,상가건물,A1,매매,DOC,3/B1,,SAME,False,39억,686,1803,,20220127,,,,0,시장역세권.유동인구많은지역,"['25년이상', '역세권']",상가건물,1,0.0,39억,39억,SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2202902932,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2202902932,False,True,0,0,False,부동산밸리공인중개사사무소,r5527771,False,False,False,False,,N,,20220212
2202241462,중소형사무실,R0,SMS,사무실,D01,사무실,B2,월세,DOC,5/6,60,SAME,False,"1,000",167,66,,20220120,,,,0,"사무실깨끗 사장실, 탕비실 기계식주차장","['25년이내', '융자금없는', '주차가능']",중소형사무실,3,0.0,"1,000/60","1,000/60",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2202241462,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2202241462,False,True,37.532698,126.735991,True,계양부동산공인중개사사무소,cw006100,False,False,False,False,,N,,20220212
2202168408,중소형사무실,R0,SMS,사무실,D01,사무실,B2,월세,DOC,5/6,60,SAME,False,"1,000",66,66,동향,20220120,,,,0,가이드.깨끗한사무실 사진O 이사빨리가능,"['25년이내', '융자금없는', '관리비20만원이하', '주차가능']",중소형사무실,1,0.0,"1,000/60","1,000/60",hkdotcom,한경부동산,https://realestate.hankyung.com/naver-listing?UID=2202168408,,False,True,,False,False,37.532698,126.735991,True,가이드부동산공인중개사사무소,s5548944,False,False,False,False,,N,,20220212
2202240297,상가건물,R0,GM,건물,D03,상가건물,B2,월세,DOC,2/B4,180,SAME,False,"5,000",306,174,,20220120,,,,0,작전역 바로옆  대로변  치과의원하던자리임 앨리베이터있음,['역세권'],상가건물,1,0.0,"5,000/180","5,000/180",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2202240297,,False,True,,False,False,37.53139,126.722207,True,앤트공인중개사사무소,,False,False,False,False,,N,,20220212
2202232454,중소형사무실,R0,SMS,사무실,D01,사무실,B2,월세,DOC,3/3,110,SAME,False,"1,000",135,135,,20220120,,,,0,작전역 7번 8번출구 바로옆 건물 초역세권 입니다,"['융자금없는', '역세권', '총3층']",중소형사무실,1,0.0,"1,000/110","1,000/110",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2202232454,,False,True,,False,False,37.530959,126.722106,True,앤트공인중개사사무소,,False,False,False,False,,N,,20220212
2202257826,대,R0,TJ,토지,E03,토지/임야,A1,매매,DOC,,,SAME,False,35억,662,0,,20220120,,,,0,"부평인터체인지 인접 오피스텔, 물류및 다용도 근생부지",['역세권'],대,2,0.0,35억,35억,bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2202257826,,False,True,,False,False,37.525159,126.720835,True,흙개발공인중개사사무소,bdsnetwork,False,False,False,False,,N,,20220212
2202168947,중소형사무실,R0,SMS,사무실,D01,사무실,B2,월세,DOC,3/8,125,SAME,False,"1,000",82,82,동향,20220120,,,,0,가이드.작전역바로앞 내부철거 상가겸 사무실,"['25년이내', '융자금없는', '역세권', '주차가능']",중소형사무실,1,0.0,"1,000/125","1,000/125",hkdotcom,한경부동산,https://realestate.hankyung.com/naver-listing?UID=2202168947,,False,True,,False,False,37.529309,126.722197,True,가이드부동산공인중개사사무소,s5548944,False,False,False,False,,N,,20220212
2202235115,중소형사무실,R0,SMS,사무실,D01,사무실,B2,월세,DOC,2/4,90,SAME,False,"1,000",179,179,,20220120,,,,0,작전역 인근 ,"['융자금적은', '역세권', '총4층']",중소형사무실,1,0.0,"1,000/90","1,000/90",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2202235115,,False,True,,False,False,37.531687,126.721887,True,앤트공인중개사사무소,,False,False,False,False,,N,,20220212
2202182236,중소형사무실,R0,SMS,사무실,D01,사무실,B2,월세,DOC,3/8,125,SAME,False,"1,000",99,99,동향,20220120,,,,0,"즉시입주 가능,대로변에 위치","['25년이내', '융자금없는', '역세권', '관리비20만원이하']",중소형사무실,1,0.0,"1,000/125","1,000/125",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2202182236,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2202182236,False,True,37.529309,126.722197,True,가이드부동산공인중개사사무소,s5548944,False,False,False,False,,N,,20220212
2202166032,기타,R0,GM,건물,D03,빌딩/건물,A1,매매,DOC,9/B2,,SAME,False,75억,550,3861,,20220120,,,,0,이마트맞은편 수익률5프로육박 알찬빌딩,['25년이내'],기타,3,0.0,80억,75억,SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2202166032,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2202166032,False,True,37.531568,126.737907,True,코스모부동산중개법인(주),,False,False,False,False,,N,,20220212
2202166677,중소형사무실,R0,SMS,사무실,D01,사무실,B2,월세,DOC,2/4,50,SAME,False,"1,000",66,49,서향,20220120,,,,0,,"['25년이상', '융자금없는', '역세권', '관리비10만원이하']",중소형사무실,1,0.0,"1,000/50","1,000/50",hkdotcom,한경부동산,https://realestate.hankyung.com/naver-listing?UID=2202166677,,False,True,,False,False,37.532305,126.724418,True,가이드부동산공인중개사사무소,s5548944,False,False,False,False,,N,,20220212
2202164439,공장,R0,GJCG,공장/창고,E02,공장/창고,A1,매매,DOC,4/-,,SAME,False,35억,661,922,,20220120,,,,0,"공업사,역세권,투자용,부평IC초근접","['10년이내', '역세권', '엘리베이터', '화재경보기']",공장,1,0.0,35억,35억,industry,산업부동산,http://land.daara.co.kr/n_link.php?UID=2202164439,,False,True,http://land.daara.co.kr/n_link.php?UID=2202164439,False,True,37.525159,126.720835,True,가공단부동산공인중개사사무소,,False,False,False,False,,N,,20220212
2202162468,중소형사무실,R0,SMS,사무실,D01,사무실,B2,월세,DOC,3/8,80,SAME,False,"1,000",82,82,동향,20220120,,,,0,작전역 초역세권 사무실,"['25년이내', '융자금없는', '역세권', '관리비20만원이하']",중소형사무실,1,0.0,"1,000/80","1,000/80",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2202162468,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2202162468,False,True,37.529309,126.722197,True,가이드부동산공인중개사사무소,s5548944,False,False,False,False,,N,,20220212
2202166154,중소형사무실,R0,SMS,사무실,D01,사무실,B2,월세,DOC,3/4,120,SAME,False,"2,000",198,152,서향,20220120,,,,0,,"['25년이상', '융자금없는', '역세권', '관리비20만원이하']",중소형사무실,1,0.0,"2,000/120","2,000/120",hkdotcom,한경부동산,https://realestate.hankyung.com/naver-listing?UID=2202166154,,False,True,,False,False,37.532305,126.724418,True,가이드부동산공인중개사사무소,s5548944,False,False,False,False,,N,,20220212
