매물번호,카테고리,거래분류,임대료,보증금,대지면적,연면적,부동산이름,매물확인날짜,광고형태,공개여부,상세주소,매물특징,매물설명,주소,건물이름
2201473686,지식산업센터,매매,,"3억 7,000",98,86,(주)공단부동산공인중개사사무소,20220207,소유자,Y,102,신축지식산업센터 1층 전용26ㅍ 분양52ㅍ 공장안차량진입가 물류창고가 ,"*부평 제이타워3차 신규 입주입니다~ 부평IC진입쵝오!!!
인천1호선 갈산역 도보5분~ 대형화물엘베~ 
그 외 궁금한 사항이나 산업단지 입주관련 전화문의 
주시면 자세한 상담 도와드리겠습니다

--->이밖에 15p 30p 40p 50p 80p 100p 200p 300p 400p 500p~
1000p 2000p~ 하시 입주가~

# 청천동 부평공단내 단독공장 매각중입니다~
(250평-38억, 400평-54억, 500평-43억, 620평-95억
920평-95억, 1400평-190억, 1620평-215억)

# 부평구 지식산업센터 (구)아파트형공장 미계약분 분양중입니다~
(테타, 제타, 엠투, 유원등) 30p형~ 400만원대부터~
90%이상 대출가~ 저렴한이율 1.7%~",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2202367528,지식산업센터,월세,150,"3,000",124,63,제이타워공단부동산공인중개사사무소,20220207,,Y,03월 11일,전용19 지식산업센터 지원시설 근린생활시설 음식점등,"▣ 전용 19평
▣ 근린생활시설
▣ 지식산업센터 내 지원시설
▣ 코너자리 (남동향/양창)
▣ 건물 내 병원, 카페, 기업은행, 스크린골프 등 입점",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2202367392,지식산업센터,월세,100,"1,000",169,86,제이타워공단부동산공인중개사사무소,20220207,,Y,840,전용26 드라이브인 층고높음,"▣ 전용 약 26평
▣ 갈산역 / 부평IC 인근
▣ 건물 내 편의점, 카페, 식당 입점
▣ 부평국가산업단지
▣ 드라이브인 시스템, 호실 앞 주차 가능
▣ 화물승강기 有",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2202367324,지식산업센터,월세,230,"3,000",80,40,제이타워공단부동산공인중개사사무소,20220207,,Y,01월 02일,전용12 첫입주 대로변 근생,"▣ 갈산역 인근
▣ 첫 즉시입주
▣ 프랜차이즈/분식점 등 추천
▣ 전용 약 12평
▣ 대로변에 있어 홍보효과 좋음",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2202367276,지식산업센터,월세,120,"1,200",169,86,제이타워공단부동산공인중개사사무소,20220207,,Y,1030호,복층O 즉시입주,"▣ 전용 약 26평
▣ 복층공사 되어있음
▣ 갈산역 / 부평IC 인근
▣ 부평국가산업단지
▣ 드라이브인 시스템, 호실 앞 주차 가능
▣ 화물승강기 有",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2202293264,중소형사무실,월세,50,500,57,29,모아부동산컨설팅공인,20220207,,Y,1207호,공장등록가능한 소형 사무실  전용9ㅍ,"부평제이타워12층
주차가능
대형화물승강기, 인승기
산업용전기 10kw",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2202293307,지식산업센터,월세,100,"1,000",170,86,모아부동산컨설팅공인,20220207,,Y,812호,,"층고5m
전기25kw",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2202293349,공장,월세,100,"1,000",15788,169,모아부동산컨설팅공인,20220207,,Y,1003,,,인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2202247350,지식산업센터,월세,120,"1,000",170,86,제이타워공단부동산공인중개사사무소,20220207,,Y,214호,전용26 저층 드라이브인 호실앞주차,"▣ 부평IC 바로 앞 지식산업센터
▣ 저층임대
▣ 드라이브인 호실 앞 주차가능
▣ 구내식당, 은행, 커피숍, 스크린골프장 등 입점
▣ 신축 지식산업센터",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2202269650,지식산업센터,월세,120,"1,200",169,86,스마트밸리공인중개사사무소,20220207,,Y,부평제이타워3차 746호,," ※ 스마트밸리 공인중개사 :오경화 032-837-5344(착신번호) / 010-3749-6482

 * 전용 26평 / 보증금 1200만 / 월 120만
 * 첫 입주하는 역세권 공장입니다. 
 * 층고 6.5미터, 냉난방, 싱크대, 하중무제한, 공장등록
 * 베란다 서비스 면적 있습니다.
 * 부평IC와 가까이 있으며 갈산역까지 도보 가능합니다.
 * 소형공장, 중경량제조,창고,사무실 등 다양한 용도로 입주 가능합니다.

  [입지여건]

 * 1~4층 근린생활시설 / 1~10층 중량제조형공장 / 11~12층 경량제조, 오피스형 공장 / 13~15층 기숙사
 * 갈산역 도보 10분, 부평 고속도로 인근 
 * 9평형부터 29평까지 다양하게 구성되었습니다.

현재 보시는 매물 외에 많은 매물을 보유하고 있으니 부담 없이 편하게 전화주세요.

 ※ 스마트밸리 공인중개사 :오경화 032-837-5344(착신번호) / 010-3749-6482

스마트밸리공인중개사
인천시 연수구 송도미래로30
대표 오경화 010-3749-6482
등록번호 28185-2015-00191",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2202246925,지식산업센터,매매,,"1억 2,000",36,18,부평산단공인중개사사무소,20220207,,Y,15층 15-118호,부평제이타워3차 기숙사 용도,"부평제이타워3차 지식산업센터 13층부터 15층까지의

기숙사 용도의 매물입니다.

몇 개 되지 않는 남향입니다.

-

부평산단공인중개사사무소
032-650-5881

",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2202251575,지식산업센터,월세,55,500,57,29,부평산단공인중개사사무소,20220207,,Y,12층 1214호,아담한 소형 사무실,"전용면적 29㎡의 소형 사무실입니다.

부평제이타워3차에서는 귀한 임대매물입니다.

-

부평산단공인중개사사무소
032-650-5881",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2202152916,공장,월세,120,"1,200",15788,170,모아부동산컨설팅공인,20220207,,Y,117호,1층 공장 분양51ㅍ 전용26ㅍ 베란다2.5ㅍ,"층고6m
동력25kw(삼상380 산업용)- 증설도 가능
부평IC접함 , 갈산역 도보 5분거리
",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2201977352,지식산업센터,매매,,"1억 1,000",36,18,부평제이타워공인중개사사무소,20220207,,Y,14-088,지식산업센터내 기숙사 풀옵션,,인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2201934151,창고,월세,150,"1,500",15788,114100,부평제이타워공인중개사사무소,20220207,,Y,645,복층 전용40ㅍ 에어컨 회의실 탕비실완비,"복층으로 잘 꾸며져 있습니다.
인테리어 필요없이 들어오셔서 사업만 하시면 됩니다.
",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2201970695,공장,월세,120,"1,200",15788,114100,부평제이타워공인중개사사무소,20220207,,Y,119,1층전용26ㅍ 발코니별도2.5ㅍ 6.5m높이의 소형신축공장,,인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2201971513,지식산업센터,월세,120,"1,200",169,86,부평제이타워공인중개사사무소,20220207,,Y,233,"환한 저층부 공장및 창고 임대 전용26ㅍ 버란다2.5ㅍ,호실앞주차",,인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2201968944,공장,월세,150,"1,500",15788,114100,부평제이타워공인중개사사무소,20220207,,Y,437,4층 복층 전용 약40ㅍ 에어컨 씽크대 사무실완비,,인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2201971731,공장,월세,120,"1,200",15788,114100,부평제이타워공인중개사사무소,20220207,,Y,233,2층 전용26ㅍ 발코니별도2.5ㅍ 에어컨설치,"*에어컨설치
*출입문교체
*호실앞 물건 상하차가능
*호실앞 주차가능",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2201973308,공장,월세,70,"1,000",15788,114100,부평제이타워공인중개사사무소,20220207,,Y,1136호,전용 약15ㅍ 베란다1.5ㅍ 소형공장 사무실,,인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2201974618,지식산업센터,매매,,"7억 4,000",339,172,부평제이타워공인중개사사무소,20220207,,Y,"102,103",중량제조가능 전용52ㅍ 발코니별도5ㅍ 6.5m높이의 소형신축공장,,인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2201566964,지식산업센터,월세,150,"1,500",169,86,부평제이타워공인중개사사무소,20220207,,Y,645,,,인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2201554932,지식산업센터,매매,,"4억 5,011",124,63,dh공인중개사사무소,20220207,,Y,2-11호,"수익좋은 투자,부평지식산업센터 근생임차중","-임차인이 맞춰진 투자매매
-부평IC 바로앞, 갈산역 초역세권
-34,000여평 대규모 복합비즈니스센터
-현.디저트카페 임차중(~2023년)
-상가전용 에스컬레이터",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2202152982,공장,월세,110,"1,200",15788,170,모아부동산컨설팅공인,20220207,,N,218호,공장내 차량진입 및 상하차가능 분양51 전용26ㅍ,"2층 공장 
층고5.5m
",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2202153039,지식산업센터,월세,120,"1,200",169,86,모아부동산컨설팅공인,20220207,,N,102호,제이타워3차1층공장  분양51ㅍ 전용26ㅍ ,"지하층 없는 1층
층고6m
동력25kw
",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2202152855,공장,월세,90,"1,000",15788,170,모아부동산컨설팅공인,20220207,,N,9층 946호,9층 공장  분양52ㅍ 전용26ㅍ 베란다2.5ㅍ,"공장앞 주차가능, 상하차 가능",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2201462331,공장,매매,,"3억 2,500",15788,114100,부평제이타워공인중개사사무소,20220207,,Y,745,7층 환한 대로변쪽 전용26ㅍ 발코니2.5ㅍ,,인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2201463642,공장,매매,,"3억 7,000",15788,114100,부평제이타워공인중개사사무소,20220207,,Y,102,1층 전용26ㅍ 발코니별도2.5ㅍ 6.5m높이의 소형신축공장,,인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2201462907,지식산업센터,월세,70,"1,000",97,49,부평제이타워공인중개사사무소,20220207,,Y,1141,경량제조 또는 사무실용도 전용15ㅍ 베란다1.5ㅍ,"옆호실까지 임대가능
",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2201463153,지식산업센터,매매,,"1억 8,500",100,50,부평제이타워공인중개사사무소,20220207,,Y,1256,대로변쪽 전용15.37ㅍ 발코니1.5ㅍ,,인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2201462612,공장,월세,110,"1,100",15788,114100,부평제이타워공인중개사사무소,20220207,,Y,314,귀한저층 부평ic 바로 앞 갈산역 도보가능 전용26ㅍ발코니2.5ㅍ,,인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2201410942,지식산업센터,단기임대,60,80,33,18,라일2차부동산공인중개사사무소,20220207,,Y,제이타워3차 지식산업센터 14-084호,"부평IC 바로옆 신축급 복층원룸, 기숙사사용가능","○ 저희  라일2차 부동산은 고객감동, 
  믿음과 신뢰를 바탕으로 성실히 중개할 것을 약속 드리며, 
  전화주시면 성심껏 답변해 드릴 것 을 약속 드립니다.○

 
★★★ 매물 정보 및 설명 ★★★

* 위치 : 부평구 청천동

* 구조 : 1룸 (방1/욕실1) 

* E/V : 있음

* 풀옵션, 공실 바로입주가능 

* 주차 :  가능

* 부평 IC 나오자마자 위치. 작전역, 갈산역 사이 위치.

* 작전홈플러스 인근

* 신축급 정말깨끗한 원룸, 넓은복층입니다

* 주변 일하시는 분들 기숙사로 사용 최고, 서울 출퇴근하시는분들 최고!! 

* 짧은 단기 문의 주세요 

* 전화, 문자, 카톡 24시간 문의 상담 가능 합니다

★  광고에 올리지못한 인천 전지역 매물 보유. 
    이사날짜, 가격, 위치, 원하시는 조건 상담후 매물 소개 가능합니다.

   매물은 많습니다. 전문적인 상담을 통해 원하시는 매물 찾을수있게 도와드립니다.",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2201364227,공장,월세,90,"1,000",15788,114100,공단타워공인중개사사사무소,20220207,,Y,842호,"전용26,신축아파트형공장 공장드라이브인가능","◎전용26P 층고6미터 서비스면적있음
◎옆호실 까지 추가 임대가능 
◎공실 즉시입주가능 
◎부평ic 바로앞 갈산역 등 주변입지조건 좋음 



이 외 공장 지식산업센터 상가 평수 층수 다양하게
매물을 보유하고 있습니다. 원하시는 조건을 맞춰드리겠습니다. 
전화 주시면 성실하고 친절하게 상담 드리겠습니다.",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2201330905,지식산업센터,월세,150,"2,000",123,62,명공인중개사사무소,20220207,,Y,02월 08일,현공실 즉시입주가,"1)2층 지원시설 제2종근린생활시설-일반음식점가능
2)드라이브인 시스템, 호실 앞 주차 가능
3)전용18p 층고 높음
4)대지 16만평 대규모 서운산업단지
5)2022.1 기준 100여개 사업장 입주완료 
6)계양, 부천 3기 신도시와 연계성 우수
7)경인고속도로 서운IC, 서울외각 순환도로 계양IC접근성우수",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2201230381,지식산업센터,월세,100,"1,000",98,86,모아부동산컨설팅공인,20220207,,Y,931호,9층공장   전용26ㅍ 베란다2.5ㅍ," * 부평IC인접  갈산지하철역인접
층고5m
 ",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2200932564,지식산업센터,월세,120,"1,200",115,58,제이타워공단부동산공인중개사사무소,20220207,,Y,04월 01일,전용18 근생 지산상가,"▣ 지식산업센터 지원시설
▣ 전용 약 18평",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2201352705,지식산업센터,월세,110,"1,200",98,86,모아부동산컨설팅공인,20220207,,N,430,제이타워3차 4층공장  전용26ㅍ 베란다2.5ㅍ,"4층 전망 좋아요
공장앞 상하차 가능
층고5.5m
동력25kw",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2201297851,공장,월세,50,500,15788,29,모아부동산컨설팅공인,20220207,,N,1214호,공장등록 가능한 사무실 전용9ㅍ,"동력10kw
화물승강기,인승기
",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2201091166,공장,월세,100,"1,000",15788,86,모아부동산컨설팅공인,20220207,,N,912호,,"층고5.0m,
동력50kw (삼상380) 증설도 가능
공장내 차량진입 및 상하차 가능",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2201091045,지식산업센터,월세,110,"1,100",169,86,모아부동산컨설팅공인,20220207,,N,328호,공장내 차량진입 및 상하차가능  전용26ㅍ 베란다2.5ㅍ,"층고5.5m
동력 산업용25kw",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2200913424,지식산업센터,월세,100,"1,000",169,86,모아부동산컨설팅공인,20220207,,N,733호,공장내 차량진입 및 상하차가능 분양51ㅍ 전용26ㅍ,제이타워3차 7층 공장 ,인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2200913536,지식산업센터,월세,100,"1,000",169,86,모아부동산컨설팅공인,20220207,,N,904호,공장내 차량진입 및 상하차가능 분양51 전용26,"9층 공장  층고5m
동력25kw(삼상380)  증설도 가능
",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2200913483,지식산업센터,월세,110,"1,200",169,86,모아부동산컨설팅공인,20220207,,N,330호,,"3층 동향 공장
층고5.5m
동력25kw(삼상380) ,증설가능",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2202730621,지식산업센터,매매,,20억,742,376,구월공인중개사사무소,20220207,,N,,인천지하철 갈산역 도보7분,"
<중개대상물의 표시 · 광고 명시사항 관련정보>
개설등록번호 :28200-2019-08315
입주가능일 :20220204
방향기준 :주출입구
건축물용도 :의료시설
사용승인일 :20201110",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
