articleNo,articleName,tradeTypeName,floorInfo,rentPrc,dealOrWarrantPrc,area1,area2,realtorName,search_day,articleDetail.verificationTypeName,articleDetail.mapLocationIndicationYn,articleDetail.etcAddress,articleDetail.articleFeatureDescription,articleDetail.detailDescription,articleBuildingRegister.platPlc,address,building_name
2203101319,지식산업센터,월세,6/23,160,"1,600",213,106,U1채움공인중개사사무소,20220212,,Y,B619,U1 1층 입주 부동산입니다 드라이브인 공장 임대,"안녕하세요 
인천테크노밸리U1센터 
1층에 입주한 U1채움부동산 입니다 

드라이브인 공장
전용 24평 보증금 1200/120
전용 26평 보증금 1300/130
전용 28평 보증금 1400/140
전용 29평 보증금 1450/145
전용 31평 보증금 1500/150
전용 32평 보증금 1600/160
전용 33평 보증금 1500/155
전용 34평 보증금 1500/160
전용 36평 보증금 1800/180
전용 57평 보증금 2800/280
전용 66평 보증금 3300/330
전용 97평 보증금 4800/480
전용 130평 보증금 6400/640
전용 160평 보증금 8000/800
전용 185평 보증금 9200/920

원하는 평수 찾아 드립니다
U1센터 임대 전매 매물
많이 확보되어 있습니다

U1센터 1층 입주 부동산
U1채움부동산
032-464-6400 / 010-9373-7736
",,인천 부평구 갈산동 94,
2203099694,지식산업센터,월세,3/23,120,"1,200",160,80,U1채움공인중개사사무소,20220212,,Y,D314,U1 1층 입주부동산 입니다 드라이브인공장 임매,"안녕하세요 
인천테크노밸리U1센터 
1층에 입주한 U1채움부동산 입니다 

드라이브인 공장
전용 24평 보증금 1200/120
전용 26평 보증금 1300/130
전용 28평 보증금 1400/140
전용 29평 보증금 1450/145
전용 31평 보증금 1500/150
전용 32평 보증금 1600/160
전용 33평 보증금 1500/155
전용 34평 보증금 1500/160
전용 36평 보증금 1800/180
전용 57평 보증금 2800/280
전용 66평 보증금 3300/330
전용 97평 보증금 4800/480
전용 130평 보증금 6400/640
전용 160평 보증금 8000/800
전용 185평 보증금 9200/920

원하는 평수 찾아 드립니다
U1센터 임대 전매 매물
많이 확보되어 있습니다

U1센터 1층 입주 부동산
U1채움부동산
032-464-6400 / 010-9373-7736
",,인천 부평구 갈산동 94,
2203090494,지식산업센터,매매,9/22,,"3억 7,547",192,96,대우인천테크노밸리공인중개사사무소,20220212,,Y,C동 909호,"29 공장 전매 9층 드라이브인  매물, 무피, 현장답사 가능","9층 드라이브인 29평 공장 전매 매물, 무피, 현장답사 가능

[인천테크노밸리U1센터 개요]

■ 주소 : 인천시 부평구 갈산동 94번지
■ 대지면적 : 35,120㎡(10,623.8평)
■ 연면적 : 281,713.4185㎡(85,218.31평)
■ 건축면적 : 22,609.0162㎡(6,839.23평)

■ 주용도 : 지식산업센터 및 지원시설
■ 규모 : 지하1층/ 지상23층, 총4개동, 높이 105.2m
■ 주차대수 : 1,807대(법정 973대)
■ 준공일 : 2021년 12월 15일(사용승인일)
■ 입주지정기간 : 2022년 1월 10일(개시일)~3월 17일(종료일)

■ 빠른 물류이동을 위한 쾌속교통망 : 인천1호선 갈산역 도보5분, 역세권 입지로 
   경인고속도로 부평IC 차량 5분거리, 서울외곽고속도로 중동IC 진출입이 용이합니다.
■ 대규모 산업단지 배후수요와 주거수요 : 인근 약 14만5천여명의 산업단지 수요 및 
   기업체 배후수요를 거느리며, 약1만2천여명의 주거 배후수요가 있는 성공 투자처입니다.
■ 대규모 개발호재로 높은 미래가치 : 인천지하철 2호선과 7호선 연장사업 완료, GTX-B 
   연장사업 추진 및 경인고속도로 지하화와 사업(2025년)등의 풍부한 개발호재로 미래가치가
   높습니다.
■ 총분양호실(2,206개) = 제조형공장(649개), 업무형공장(657개), 섹션오피스(134개), 
   상가(310개), 기숙사(444개), 문화집회시설(10개), 창업지원시설(2개)
■ 영화관(롯데시네마) : 7개관, 1,200석

■ 해당호실은 발코니와 출입구앞 주차라인 있고, 프리미엄 없고, 중개수수료는 발생합니다.
",,인천 부평구 갈산동 94,
2203027580,지식산업센터,월세,11/23,145,"1,500",190,95,인천지산부동산공인중개사사무소,20220212,,Y,C1116,"지식산업센터내 신축사무실,채광좋은 코너호실,옥상휴게공원이용","**인천테크노밸리u1센터 입주 부동산( A동 157호)** 

──────────▣ 매 물 정 보 ▣───────────── 

 ■ 건물명 : 인천테크노밸리u1센터
 ■ 매물 특징 :
 -전용28평,신축 첫입주
 -투베란다 넓은 써비스면적
 -쾌적한 업무환경과 다양한 편의시설
 -갈산역 도보7분,버스정류장 바로앞
 

──────────▣ 건 물 정 보 ▣─────────────

 ■ 인천테크노밸리u1센터 (2022년 1월 준공) 
 ■ 용도 : 지식산업센터 사무실,공장등록가능
 ■ 규모 : 지하1층 ~지상 23층 (상가/제조층/사무층/기숙사)
 ■ 층고 : 2.7m/5.4m
 ■ 접근성 : 인천1호선갈산역 도보 7분거리 

 지식산업센터 매물 다양하게 대량 보유하고 있습니다. 
 원하시는 조건으로 매물 찾아드립니다. 
────────────────────────
 ※ 정확한 매물정보와 직접 촬영한 최신실사진으로
     정확하고 신뢰감있는 중개를 약속합니다. 

―――――▣인천 지산 부동산 공인중개사사무소▣―――――― 

대 표 : 이진영 공인중개사 
핸드폰: 010-3890-0660 
연락처: 032-710-1919 
블로그 : https://blog.naver.com/techno7001 ",,인천 부평구 갈산동 94,
2203026365,지식산업센터,월세,B1/23,130,"1,300",201,101,인천지산부동산공인중개사사무소,20220212,,Y,A동B131호,"전용30,가성비좋은창고,높은층고6M,냉난방기,호실앞주차","**인천테크노밸리u1센터 입주 부동산( A동 157호)** 

──────────▣ 매 물 정 보 ▣───────────── 

 ■ 건물명 : 인천테크노밸리u1센터
 ■ 매물 특징 :
-전용30평/공급60평
-가성비 좋은 지하 제조공장, 창고
-물류창고로 사용하기 좋은 호실
-30평 2개호실 묶음임대 가능
-층고6M, 바닥하중 1.2ton/평, 전력 0.8KW/평
-2.5ton 차량 진입가능
 

──────────▣ 건 물 정 보 ▣─────────────

 ■ 인천테크노밸리u1센터 (2022년 1월 준공) 
 ■ 용도 : 지식산업센터 사무실,공장등록가능
 ■ 규모 : 지하1층 ~지상 23층 (상가/제조층/사무층/기숙사)
 ■ 층고 : 2.7m/5.4m
 ■ 접근성 : 인천1호선갈산역 도보 7분거리 

 지식산업센터 매물 다양하게 대량 보유하고 있습니다. 
 원하시는 조건으로 매물 찾아드립니다. 
────────────────────────
 ※ 정확한 매물정보와 직접 촬영한 최신실사진으로
     정확하고 신뢰감있는 중개를 약속합니다. 

―――――▣인천 지산 부동산 공인중개사사무소▣―――――― 

대 표 : 이진영 공인중개사 
핸드폰: 010-3890-0660 
연락처: 032-710-1919 
블로그 : https://blog.naver.com/techno7001 ",,인천 부평구 갈산동 94,
2203026001,공장,월세,23/B1,130,"1,300",35120,281713,인천지산부동산공인중개사사무소,20220212,,Y,A동B131호,"전용30,가성비좋은제조층,창고,냉난방기,호실앞주차","**인천테크노밸리u1센터 입주 부동산( A동 157호)** 

──────────▣ 매 물 정 보 ▣───────────── 

 ■ 건물명 : 인천테크노밸리u1센터
 ■ 매물 특징 :
-전용30평/공급60평
-가성비 좋은 지하 제조공장, 창고
-물류창고로 사용하기 좋은 호실
-30평 2개호실 묶음임대 가능
-화물용승강기3대
-층고6M, 바닥하중 1.2ton/평, 전력 0.8KW/평
-2.5ton 차량 진입가능
 

──────────▣ 건 물 정 보 ▣─────────────

 ■ 인천테크노밸리u1센터 (2022년 1월 준공) 
 ■ 용도 : 지식산업센터 사무실,공장등록가능
 ■ 규모 : 지하1층 ~지상 23층 (상가/제조층/사무층/기숙사)
 ■ 층고 : 2.7m/5.4m
 ■ 접근성 : 인천1호선갈산역 도보 7분거리 

 지식산업센터 매물 다양하게 대량 보유하고 있습니다. 
 원하시는 조건으로 매물 찾아드립니다. 
────────────────────────
 ※ 정확한 매물정보와 직접 촬영한 최신실사진으로
     정확하고 신뢰감있는 중개를 약속합니다. 

―――――▣인천 지산 부동산 공인중개사사무소▣―――――― 

대 표 : 이진영 공인중개사 
핸드폰: 010-3890-0660 
연락처: 032-710-1919 
블로그 : https://blog.naver.com/techno7001 ",,인천 부평구 갈산동 94,
2203004702,공장,월세,23/B1,90,"1,000",65,65,인천 유원 공인중개사사무소,20220212,,Y,3층 D317,,"★★ 인천테크노밸리U1센터 전문 입주 부동산 B동 165호(잔디광장) ★★ 

 ▣  매물 기본 정보  ▣
  + 용도: 제조형공장
  + 전용면적: 약20평
  + 계약면적: 약40평
  + 층고: 4m
  + 하중: 1,200kgf/㎡
  + 발코니 있음, 2.5톤 드라이브인 문앞 진입가

   ★★★ 상가, 공장, 사무실, 기숙사 임대/전매 물건 다량 보유 ★★★ 
 
■ 건물 특징
 + 규모: 대지면적 1만평
           연면적 8만5천평 (지하1층 ~ 지상23층)
              (상가/제조형공장/업무형공장/사무실/기숙사)
 + 특장점: 1. 1층 광장과 스트리트몰, 물류하역장을 갖춘
                     원스톱 비즈니스
              2. 소형 섹션오피스와 드라이브인 시스템, 영화관, 상업시설이 
                     연결된 최적의 동선
              3. 멀티플렉스 롯데시네마 영화관 7관 입점
 
■ 접 근 성
 + 차 량: 부평 IC 5분, 중동 IC 10분
 + 지하철: 갈산역 도보 약 7분 소요.
               부평구청역 약 13분 소요.
 + 버 스: 정류장 도보 1분 이내.

▣  저희 부동산은 현 매물에 대한 분양의 시작과 마무리를 함께하여 
     고객님의 니즈에 맞게 맞춤 중개가 우수합니다.
      
     인천테크노밸리U1센터 1층에 입주하고 있어 정확한 정보와 
     다양한매물을 보여 드릴 수 있습니다.
    
 ▣ 전문 상담 : 010-7128-8788  /  010-6779-6400
",,인천 부평구 갈산동 94,
2202967881,지식산업센터,월세,8/23,95,"1,000",135,67,인천 유원 공인중개사사무소,20220212,,Y,8층 S807,,"★★ 인천테크노밸리U1센터 전문 입주 부동산 B동 165호(잔디광장) ★★ 

▣  매물 기본 정보  ▣
  + 용도: 업무형공장,사무실
  + 전용면적: 20.5평 
  + 계약면적: 41평
  + 층고: 2.7m
  + 천정형냉난방기,발코니 있음

   ★★★ 상가, 공장, 사무실, 기숙사 임대/전매 물건 다량 보유 ★★★ 
 
■ 건물 특징
  + 규모: 대지면적 1만평
            연면적 8만5천평 (지하1층 ~ 지상23층)
            (상가/제조형공장/업무형공장/사무실/기숙사)
 + 특장점: 1. 1층 광장과 스트리트몰, 물류하역장을 갖춘
                   원스톱 비즈니스
              2. 소형 섹션오피스와 드라이브인 시스템, 영화관, 상업시설이 
                   연결된 최적의 동선
              3. 멀티플렉스 롯데시네마 영화관 7관 입점
              4. 수익형 부동산의 안정된 임대와 풍부한 배후 수요로 인하여
                  임대 수익뿐만 아니라 시세 차익까지 기대 가능한 
                  부평 최고의 투자명소
    
■ 접 근 성
 + 차 량: 부평 IC 5분, 중동 IC 10분
 + 지하철: 갈산역 도보 약 7분 소요.
               부평구청역 약 13분 소요.
 + 버 스: 정류장 도보 1분 이내.

▣  저희 부동산은 현 매물에 대한 분양의 시작과 마무리를 함께하여 
     고객님의 니즈에 맞게 맞춤 중개가 우수합니다.
      
     인천테크노밸리U1센터 1층에 입주하고 있어 정확한 정보와 
     다양한매물을 보여 드릴 수 있습니다.
    
 ▣ 전문 상담 : 010-7128-8788  /  010-6779-6400",,인천 부평구 갈산동 94,
2202966140,중소형사무실,월세,17/22,140,"1,400",184,92,U1채움공인중개사사무소,20220212,,Y,D1717,냉난방기 설치 완료 즉시입주 가능 사무실 임대,"안녕하세요
인천테크노밸리U1센터 1층에 입주한
U1채움부동산 입니다

즉시입주 가능
냉난방기 설치 완료
전용 28평
보증금 1400 / 월세 140

문의 전화 주세요
U1채움부동산
032-464-6400 / 010-9373-7736",,인천 부평구 갈산동 94,
2202970659,지식산업센터,월세,8/23,75,"1,000",98,49,인천 유원 공인중개사사무소,20220212,,Y,"8층, S808",,"★★ 인천테크노밸리U1센터 전문 입주 부동산 B동 165호(잔디광장) ★★ 

▣  매물 기본 정보  ▣
  + 용도: 업무형공장,사무실
  + 전용면적: 약15평
  + 계약면적: 약30평
  + 층고: 2.7m
  + 코너자리로 발코니 넓음

   ★★★ 상가, 공장, 사무실, 기숙사 임대/전매 물건 다량 보유 ★★★ 
 
■ 건물 특징
  + 규모: 대지면적 1만평
            연면적 8만5천평 (지하1층 ~ 지상23층)
            (상가/제조형공장/업무형공장/사무실/기숙사)
 + 특장점: 1. 1층 광장과 스트리트몰, 물류하역장을 갖춘
                   원스톱 비즈니스
              2. 소형 섹션오피스와 드라이브인 시스템, 영화관, 상업시설이 
                   연결된 최적의 동선
              3. 멀티플렉스 롯데시네마 영화관 7관 입점
              4. 수익형 부동산의 안정된 임대와 풍부한 배후 수요로 인하여
                  임대 수익뿐만 아니라 시세 차익까지 기대 가능한 
                  부평 최고의 투자명소
    
■ 접 근 성
 + 차 량: 부평 IC 5분, 중동 IC 10분
 + 지하철: 갈산역 도보 약 7분 소요.
               부평구청역 약 13분 소요.
 + 버 스: 정류장 도보 1분 이내.

▣  저희 부동산은 현 매물에 대한 분양의 시작과 마무리를 함께하여 
     고객님의 니즈에 맞게 맞춤 중개가 우수합니다.
      
     인천테크노밸리U1센터 1층에 입주하고 있어 정확한 정보와 
     다양한매물을 보여 드릴 수 있습니다.
    
 ▣ 전문 상담 : 010-7128-8788  /  010-6779-6400",,인천 부평구 갈산동 94,
2203018876,중소형사무실,월세,11/23,145,"1,500",190,91,인천지산부동산공인중개사사무소,20220212,,Y,C1116,"지식산업센터내 신축사무실,채광좋은 코너호실,옥상휴게공원이용","**인천테크노밸리u1센터 입주 부동산( A동 157호)** 

──────────▣ 매 물 정 보 ▣───────────── 

 ■ 건물명 : 인천테크노밸리u1센터

 ■ 매물 특징 :
 - 전용28평,역세권 신축사무실
 - 채광,전망좋은 코너호실
 - 투베란다 넓은 써비스면적
 - 건물내 편리한 생활인프라


──────────▣ 건 물 정 보 ▣─────────────

 ■ 인천테크노밸리u1센터 (2022년 1월 준공) 
 ■ 용도 : 지식산업센터 사무실,공장등록가능
 ■ 규모 : 지하1층 ~지상 23층 (상가/제조층/사무층/기숙사)
 ■ 층고 : 2.7m/5.4m
 ■ 접근성 : 인천1호선갈산역 도보 7분거리 

 지식산업센터 매물 다양하게 대량 보유하고 있습니다. 
 원하시는 조건으로 매물 찾아드립니다. 
────────────────────────
 ※ 정확한 매물정보와 직접 촬영한 최신실사진으로
     정확하고 신뢰감있는 중개를 약속합니다. 

―――――▣인천 지산 부동산 공인중개사사무소▣―――――― 

대 표 : 이진영 공인중개사 
핸드폰: 010-3890-0660 
연락처: 032-710-1919 
블로그 : https://blog.naver.com/techno7001 ",,인천 부평구 갈산동 94,
2203012878,지식산업센터,매매,8/23,,"2억 7,385",135,67,우정공인중개사사무소,20220212,,Y,U1센터 A동 S807호,,"※ 마이너스P 귀한 매물 연락주세요 
※ 갈산역 도보 10분이내, 정문 앞 버스정류장
※ 경인고속도로IC 차량 3분, 제1외곽순환도로 중동IC 차량 10분거리
※ 발코니 있음
※ 11층에 넓은 정원 공간 있음

지하1층 ~ 지상22층 건물로 상가/공장/사무실/기숙사 등 다양하게 입주

롯데시네마, 스타벅스 등 유명 프랜차이즈들 입점 확정되었고,

8,500여명의 유동인구를 유입할 수 있는 상업시설로

생활하기 편리한 환경과 교통까지 두루 갖추고 있습니다.

11층에 누구나 이용가능한 넓은 정원공간이 있어 쾌적한 휴식시간을

가질 수 있고 호실마다 발코니도 있습니다.

상가, 공장, 기숙사 다양한 매물 다량 보유중이니 편하게 연락주세요

문자,카톡,전화 모두 환영합니다♥",,인천 부평구 갈산동 94,
2202953247,공장,월세,23/B1,150,"2,000",92,184,인천 유원 공인중개사사무소,20220212,,Y,17층 D1717,,"★★ 인천테크노밸리U1센터 전문 입주 부동산 B동 165호(잔디광장) ★★ 

▣  매물 기본 정보  ▣
  + 용도: 업무형공장,사무실
  + 전용면적: 약28평
  + 계약면적: 약56평
  + 층고: 2.7m
  + 천정형 냉난방기,발코니 있음

   ★★★ 상가, 공장, 사무실, 기숙사 임대/전매 물건 다량 보유 ★★★ 
 
■ 건물 특징
  + 규모: 대지면적 1만평
            연면적 8만5천평 (지하1층 ~ 지상23층)
            (상가/제조형공장/업무형공장/사무실/기숙사)
 + 특장점: 1. 1층 광장과 스트리트몰, 물류하역장을 갖춘
                   원스톱 비즈니스
              2. 소형 섹션오피스와 드라이브인 시스템, 영화관, 상업시설이 
                   연결된 최적의 동선
              3. 멀티플렉스 롯데시네마 영화관 7관 입점
              4. 수익형 부동산의 안정된 임대와 풍부한 배후 수요로 인하여
                  임대 수익뿐만 아니라 시세 차익까지 기대 가능한 
                  부평 최고의 투자명소
    
■ 접 근 성
 + 차 량: 부평 IC 5분, 중동 IC 10분
 + 지하철: 갈산역 도보 약 7분 소요.
               부평구청역 약 13분 소요.
 + 버 스: 정류장 도보 1분 이내.

▣  저희 부동산은 현 매물에 대한 분양의 시작과 마무리를 함께하여 
     고객님의 니즈에 맞게 맞춤 중개가 우수합니다.
      
     인천테크노밸리U1센터 1층에 입주하고 있어 정확한 정보와 
     다양한매물을 보여 드릴 수 있습니다.
    
 ▣ 전문 상담 : 010-7128-8788  /  010-6779-6400",,인천 부평구 갈산동 94,
2202861687,지식산업센터,월세,B1/23,120,"1,200",200,100,U1채움공인중개사사무소,20220212,,Y,AB130,즉시입주가능 즉시입주가능,"안녕하세요
인천테크노밸리U1 센터
1층 입주한 U1채움부동산입니다

지하 1층 공장 앞 주차 가능
즉시입주가능
전용 30평

언제든 전화주세요

U1 1층 B동 155호
U1채움부동산
032-464-6400 / 010-9373-7736
",,인천 부평구 갈산동 94,
2202837281,지식산업센터,월세,6/23,140,"1,400",185,93,인천지산부동산공인중개사사무소,20220212,,Y,D612,"전용28,제조층공장,물류창고,드라이브인,화물승강기","**인천테크노밸리u1센터 입주 부동산( A동 157호)** 

──────────▣ 매 물 정 보 ▣───────────── 

 ■ 건물명 : 인천테크노밸리u1센터
 ■ 매물 특징 :
 -전용28평, 분양56평
 -드라이브인, 호실앞 주차로 신속한 하역작업가능
 -화물승강기 3대(1층 하역장 호이스트 5ton 1개소)
 -층고 5.4M, 바닥하중 1.2ton/평, 전력 0.8KW/평
 -차량 2.5톤이하 진입가능
 -발코니 있음

 

──────────▣ 건 물 정 보 ▣─────────────

 ■ 인천테크노밸리u1센터 (2022년 1월 준공) 
 ■ 용도 : 지식산업센터 사무실,공장등록가능
 ■ 규모 : 지하1층 ~지상 23층 (상가/제조층/사무층/기숙사)
 ■ 층고 : 2.7m/5.4m
 ■ 접근성 : 인천1호선갈산역 도보 7분거리 

 지식산업센터 매물 다양하게 대량 보유하고 있습니다. 
 원하시는 조건으로 매물 찾아드립니다. 
────────────────────────
 ※ 정확한 매물정보와 직접 촬영한 최신실사진으로
     정확하고 신뢰감있는 중개를 약속합니다. 

―――――▣인천 지산 부동산 공인중개사사무소▣―――――― 

대 표 : 이진영 공인중개사 
핸드폰: 010-3890-0660 
연락처: 032-710-1919 
블로그 : https://blog.naver.com/techno7001 ",,인천 부평구 갈산동 94,
2202852918,공장,월세,6/B23,160,"1,600",35775,218,U1채움공인중개사사무소,20220212,,Y,C616,인천 유원 드라이브인 양발코니호실 임대,"안녕하세요
인천U1 1층 상가에 입주한
U1채움부동산 입니다.

양발코니
냉난방기 에어컨 설치해줌
공장 앞 주차 가능

전용 20평대부터~ 대형평수까지
임차 가능 호실 있습니다

전화주세요

U1채움부동산
032-464-6400 / 010-9373-7736",,인천 부평구 갈산동 94,
2202817533,중소형사무실,월세,22/22,59,"1,000",78,39,우정공인중개사사무소,20220212,,Y,U1센터 c동 2207호,갈산역 10분거리 신축 소형 사무실 붙여서 넓게 사용도 가능,"※ 갈산역 도보 10분이내, 정문 앞 버스정류장
※ 경인고속도로IC 차량 3분, 제1외곽순환도로 중동IC 차량 10분거리
※ 드라이브인 구조로 차량 공장 앞에 주차가능
※ 11층에 넓은 정원 공간 있음
※ 월세 협의 조정가능

지하1층 ~ 지상22층 건물로 상가/공장/사무실/기숙사 등 다양하게 입주

롯데시네마, 스타벅스 등 유명 프랜차이즈들 입점 확정되었고,

8,500여명의 유동인구를 유입할 수 있는 상업시설로

생활하기 편리한 환경과 교통까지 두루 갖추고 있습니다.

누구나 이용가능한 넓은 정원공간이 있어 쾌적한 휴식시간을

가질 수 있습니다.

상가, 공장, 기숙사 다양한 매물 다량 보유중이니 편하게 연락주세요

문자,카톡,전화 모두 환영합니다♥",,인천 부평구 갈산동 94,
2202852488,지식산업센터,월세,1/23,150,"2,000",49,24,최고 공인중개사사무소,20220212,,Y,B188,"U1지산 신축상가, 굴포천방향 , 소형평수 , 위치좋아요.","【【매물 기본정보】】  
 ▪ 전용면적 : 약7.54py(전용률50%)
 ▪ 분양면적 : 약15py
 ▪ 임대금액 : 2000만원 / 150만원

※ 10평에서 50평등 다양한 평수 보유하고 있습니다. ※

■ 매물특징
▪ 멀티플렉스 롯데시네마 영화관 7관 입점과 
  판타스틱한 문화 인프라를 구성하고 있는 신규 지식산업센터로
  계속적인 유동인구 증가와 월등한 입지 조건에 
  수익형 부동산의 안정된 임대와 풍부한 배후 수요로 인하여 
  임대 수익뿐만 아니라 시세 차익까지 기대 가능하면서 
  주변 상가 가격 대비시 우월한 상권!
 
▪ 지식산업센터 내 상주 인구 약 8,500명 고정 수요로 거대한 고객층을
  흡수하는 스트리트형 복합 상업시설인 단지내 독점 상가이며 
  산업단지 (145,000여명) / 주거단지 (108,000여명) 배후 수요 확대로
  계획 인구 약 26만여 명 수요를 예측하는 
  평일과 주말 내내 365일 고객이 끊이지 않는 완결 상권 형성.
 
▪ 인천 테크노벨리 U1 지식산업센터는 역세권 현장으로 
  인천1호선 갈산역 도보 약 5분 소요되며
  서울 7호선 부평구청역, 굴포천역과는 도보 약 13분 소요 거리에 위치.

▪ 상가 구성 : 지상 1층 / 지상 2층 및 3층 일부.
▪ 상가 이용시 지역의 문제점인 주차 문제 해결 (주차대수 1,800여대).
▪ 차별화된 시설(시계탑, 분수대)로 지역 만남의 장소가 설치될 예정.
 
▪ 입주시기 2022년 1월 10일부터
https://blog.naver.com/jukjukoo1004",,인천 부평구 갈산동 94,
2202818128,중소형사무실,월세,22/22,38,"1,000",50,25,우정공인중개사사무소,20220212,,Y,U1센터 c동 2208호,갈산역 10분거리 신축 소형 사무실 붙여서 넓게 사용가능,"※ 갈산역 도보 10분이내, 정문 앞 버스정류장
※ 경인고속도로IC 차량 3분, 제1외곽순환도로 중동IC 차량 10분거리
※ 드라이브인 구조로 차량 공장 앞에 주차가능
※ 11층에 넓은 정원 공간 있음
※ 월세 협의 조정가능

지하1층 ~ 지상22층 건물로 상가/공장/사무실/기숙사 등 다양하게 입주

롯데시네마, 스타벅스 등 유명 프랜차이즈들 입점 확정되었고,

8,500여명의 유동인구를 유입할 수 있는 상업시설로

생활하기 편리한 환경과 교통까지 두루 갖추고 있습니다.

누구나 이용가능한 넓은 정원공간이 있어 쾌적한 휴식시간을

가질 수 있습니다.

상가, 공장, 기숙사 다양한 매물 다량 보유중이니 편하게 연락주세요

문자,카톡,전화 모두 환영합니다♥",,인천 부평구 갈산동 94,
2202826449,중소형사무실,월세,22/22,77,"1,000",102,51,우정공인중개사사무소,20220212,,Y,U1센터 c동 2205호,갈산역 10분거리 신축 소형 사무실 붙여서 넓게 사용도 가능,"※ 갈산역 도보 10분이내, 정문 앞 버스정류장
※ 경인고속도로IC 차량 3분, 제1외곽순환도로 중동IC 차량 10분거리
※ 드라이브인 구조로 차량 공장 앞에 주차가능
※ 11층에 넓은 정원 공간 있음
※ 월세 협의 조정가능

지하1층 ~ 지상22층 건물로 상가/공장/사무실/기숙사 등 다양하게 입주

롯데시네마, 스타벅스 등 유명 프랜차이즈들 입점 확정되었고,

8,500여명의 유동인구를 유입할 수 있는 상업시설로

생활하기 편리한 환경과 교통까지 두루 갖추고 있습니다.

누구나 이용가능한 넓은 정원공간이 있어 쾌적한 휴식시간을

가질 수 있습니다.

상가, 공장, 기숙사 다양한 매물 다량 보유중이니 편하게 연락주세요

문자,카톡,전화 모두 환영합니다♥",,인천 부평구 갈산동 94,
2202844957,지식산업센터,월세,14/23,55,"1,000",46,23,인천지산부동산공인중개사사무소,20220212,,Y,A1416,투베란다 오피스형 복층기숙사 신축 첫입주 사무실겸 숙소 사용가능,"**인천테크노밸리u1센터 입주 부동산( A동 157호 대로변)** 

──────────▣ 매 물 정 보 ▣───────────── 

 ■ 건물명 : 인천테크노밸리u1센터
 ■ 매물 특징 :
 - 풀옵션 (에어컨,냉장고, 세탁기,인덕션)
 - 전용 7평
 - 넓은 써비스면적(대략 4.5평)
 - 측면 통베란다 
 - 전망좋은코너호실, 탁트인 뷰
 - 주변 오피스텔 대비 저렴한 관리비
 - 주변 인프라 활성

──────────▣ 건 물 정 보 ▣─────────────

 ■ 인천테크노밸리u1센터 (2022년 1월 준공) 
 ■ 용도 : 지식산업센터 사무실,공장등록가능
 ■ 규모 : 지하1층 ~지상 23층 (상가/제조층/사무층/기숙사)
 ■ 층고 : 2.7m/5.4m
 ■ 접근성 : 인천1호선갈산역 도보 7분거리 

 지식산업센터 매물 다양하게 대량 보유하고 있습니다. 
 원하시는 조건으로 매물 찾아드립니다. 
────────────────────────
 ※ 정확한 매물정보와 직접 촬영한 최신실사진으로
     정확하고 신뢰감있는 중개를 약속합니다. 

―――――▣인천 지산 부동산 공인중개사사무소▣―――――― 

대 표 : 이진영 공인중개사 
핸드폰: 010-3890-0660 
연락처: 032-710-1919 
블로그 : https://blog.naver.com/techno7001 ",,인천 부평구 갈산동 94,
2202818871,중소형사무실,월세,22/22,41,"1,000",54,27,우정공인중개사사무소,20220212,,Y,U1센터 c동 2209호,갈산역 10분거리 신축 소형 사무실 붙여서 넓게 사용가능,"※ 갈산역 도보 10분이내, 정문 앞 버스정류장
※ 경인고속도로IC 차량 3분, 제1외곽순환도로 중동IC 차량 10분거리
※ 드라이브인 구조로 차량 공장 앞에 주차가능
※ 11층에 넓은 정원 공간 있음
※ 월세 협의 조정가능

지하1층 ~ 지상22층 건물로 상가/공장/사무실/기숙사 등 다양하게 입주

롯데시네마, 스타벅스 등 유명 프랜차이즈들 입점 확정되었고,

8,500여명의 유동인구를 유입할 수 있는 상업시설로

생활하기 편리한 환경과 교통까지 두루 갖추고 있습니다.

누구나 이용가능한 넓은 정원공간이 있어 쾌적한 휴식시간을

가질 수 있습니다.

상가, 공장, 기숙사 다양한 매물 다량 보유중이니 편하게 연락주세요

문자,카톡,전화 모두 환영합니다♥",,인천 부평구 갈산동 94,
2202810736,중소형사무실,월세,22/22,45,"1,000",60,30,우정공인중개사사무소,20220212,,Y,U1센터 c동 2201호,갈산역 10분거리 신축 소형 사무실 코너자리 발코너있음,"※ 갈산역 도보 10분이내, 정문 앞 버스정류장
※ 경인고속도로IC 차량 3분, 제1외곽순환도로 중동IC 차량 10분거리
※ 드라이브인 구조로 차량 공장 앞에 주차가능
※ 11층에 넓은 정원 공간 있음
※ 월세 협의 조정가능

지하1층 ~ 지상22층 건물로 상가/공장/사무실/기숙사 등 다양하게 입주

롯데시네마, 스타벅스 등 유명 프랜차이즈들 입점 확정되었고,

8,500여명의 유동인구를 유입할 수 있는 상업시설로

생활하기 편리한 환경과 교통까지 두루 갖추고 있습니다.

누구나 이용가능한 넓은 정원공간이 있어 쾌적한 휴식시간을

가질 수 있습니다.

상가, 공장, 기숙사 다양한 매물 다량 보유중이니 편하게 연락주세요

문자,카톡,전화 모두 환영합니다♥",,인천 부평구 갈산동 94,
